GEO_ID,NAME,Family,Family_MOE,Family (2-person),Family (2-person)_MOE,Family (3-person),Family (3-person)_MOE,Family (4-person),Family (4-person)_MOE,Family (5-person),Family (5-person)_MOE,Family (6-person),Family (6-person)_MOE,Family (7-person or more),Family (7-person or more)_MOE
1500000US010890110121,Block Group 1; Census Tract 110.12; Madison County; Alabama,762,144,334,121,280,129,115,94,23,29,10,19,0,13
1500000US010890110122,Block Group 2; Census Tract 110.12; Madison County; Alabama,592,140,313,132,104,73,77,54,73,65,25,28,0,13
1500000US010890110123,Block Group 3; Census Tract 110.12; Madison County; Alabama,460,110,210,89,89,70,82,66,70,43,9,17,0,13
1500000US010890110131,Block Group 1; Census Tract 110.13; Madison County; Alabama,254,81,179,65,37,34,28,31,9,16,0,13,1,2
1500000US010890110132,Block Group 2; Census Tract 110.13; Madison County; Alabama,643,153,222,85,158,78,137,69,117,98,9,15,0,13
1500000US010890110133,Block Group 3; Census Tract 110.13; Madison County; Alabama,320,120,117,58,134,104,34,44,27,37,8,14,0,13
1500000US010890110211,Block Group 1; Census Tract 110.21; Madison County; Alabama,280,124,144,95,15,25,28,31,93,84,0,13,0,13
1500000US010890110212,Block Group 2; Census Tract 110.21; Madison County; Alabama,475,177,202,115,103,86,142,126,24,26,4,12,0,13
1500000US010890110213,Block Group 3; Census Tract 110.21; Madison County; Alabama,266,183,224,177,0,13,33,51,9,18,0,13,0,13
1500000US010890110231,Block Group 1; Census Tract 110.23; Madison County; Alabama,285,109,100,44,79,71,83,67,23,37,0,13,0,13
1500000US010890110232,Block Group 2; Census Tract 110.23; Madison County; Alabama,582,117,201,87,207,99,82,77,78,69,0,13,14,22
1500000US010890110233,Block Group 3; Census Tract 110.23; Madison County; Alabama,1156,224,406,186,327,144,369,150,54,49,0,13,0,13
1500000US010890110241,Block Group 1; Census Tract 110.24; Madison County; Alabama,735,119,264,87,194,106,209,93,68,46,0,13,0,13
1500000US010890110242,Block Group 2; Census Tract 110.24; Madison County; Alabama,713,141,188,70,158,81,249,126,97,85,11,17,10,15
1500000US010890110251,Block Group 1; Census Tract 110.25; Madison County; Alabama,260,117,141,99,67,72,52,46,0,13,0,13,0,13
1500000US010890110252,Block Group 2; Census Tract 110.25; Madison County; Alabama,522,179,315,155,81,76,112,125,14,25,0,13,0,13
1500000US010890110253,Block Group 3; Census Tract 110.25; Madison County; Alabama,460,205,220,156,56,60,127,116,57,56,0,13,0,13
1500000US010890110254,Block Group 4; Census Tract 110.25; Madison County; Alabama,795,180,232,114,203,86,259,137,68,58,16,26,17,27
1500000US010890110261,Block Group 1; Census Tract 110.26; Madison County; Alabama,602,168,360,162,90,40,62,40,53,38,30,36,7,11
1500000US010890110262,Block Group 2; Census Tract 110.26; Madison County; Alabama,630,168,239,97,153,122,147,97,54,41,27,29,10,16
1500000US010890110271,Block Group 1; Census Tract 110.27; Madison County; Alabama,402,135,294,121,83,75,12,27,13,23,0,13,0,13
1500000US010890110272,Block Group 2; Census Tract 110.27; Madison County; Alabama,419,109,141,71,159,87,107,76,12,18,0,13,0,13
1500000US010890110281,Block Group 1; Census Tract 110.28; Madison County; Alabama,266,101,136,72,68,61,40,36,22,34,0,13,0,13
1500000US010890110282,Block Group 2; Census Tract 110.28; Madison County; Alabama,146,153,58,55,0,13,88,138,0,13,0,13,0,13
1500000US010890110283,Block Group 3; Census Tract 110.28; Madison County; Alabama,344,158,180,106,152,133,12,19,0,13,0,13,0,13
1500000US010890111001,Block Group 1; Census Tract 111; Madison County; Alabama,46,23,11,12,15,18,14,14,0,13,0,13,6,8
1500000US010890111002,Block Group 2; Census Tract 111; Madison County; Alabama,201,46,119,38,47,30,27,20,8,10,0,13,0,13
1500000US010890112011,Block Group 1; Census Tract 112.01; Madison County; Alabama,430,151,114,105,152,125,113,91,26,46,25,46,0,13
1500000US010890112012,Block Group 2; Census Tract 112.01; Madison County; Alabama,1145,249,858,258,85,98,202,131,0,13,0,13,0,13
1500000US010890112021,Block Group 1; Census Tract 112.02; Madison County; Alabama,382,176,215,134,47,63,120,143,0,13,0,13,0,13
1500000US010890112022,Block Group 2; Census Tract 112.02; Madison County; Alabama,729,320,377,281,305,201,47,82,0,13,0,13,0,13
1500000US010890112023,Block Group 3; Census Tract 112.02; Madison County; Alabama,566,209,366,191,132,84,33,51,0,13,35,61,0,13
1500000US010890112031,Block Group 1; Census Tract 112.03; Madison County; Alabama,248,142,156,98,0,13,86,112,0,13,0,13,6,15
1500000US010890112032,Block Group 2; Census Tract 112.03; Madison County; Alabama,1073,128,525,182,305,145,135,75,104,79,4,8,0,13
1500000US010890112033,Block Group 3; Census Tract 112.03; Madison County; Alabama,394,138,243,108,66,76,0,13,78,91,0,13,7,17
1500000US010890113011,Block Group 1; Census Tract 113.01; Madison County; Alabama,566,98,266,79,118,54,152,84,26,26,4,8,0,13
1500000US010890113012,Block Group 2; Census Tract 113.01; Madison County; Alabama,434,63,103,50,73,34,181,75,63,33,0,13,14,22
1500000US010890113021,Block Group 1; Census Tract 113.02; Madison County; Alabama,442,113,296,89,77,58,38,38,25,35,6,12,0,13
1500000US010890113022,Block Group 2; Census Tract 113.02; Madison County; Alabama,436,154,185,96,89,57,11,13,151,149,0,13,0,13
1500000US010890113023,Block Group 3; Census Tract 113.02; Madison County; Alabama,580,131,310,113,61,58,73,60,116,67,0,13,20,34
1500000US010890114001,Block Group 1; Census Tract 114; Madison County; Alabama,158,61,60,35,39,36,59,53,0,13,0,13,0,13
1500000US010890114002,Block Group 2; Census Tract 114; Madison County; Alabama,138,62,46,34,8,12,42,44,34,31,8,12,0,13
1500000US010890114003,Block Group 3; Census Tract 114; Madison County; Alabama,301,100,122,74,94,74,54,48,29,33,0,13,2,4
1500000US010890114004,Block Group 4; Census Tract 114; Madison County; Alabama,452,161,125,72,105,76,212,176,0,13,0,13,10,15
